,matter,q0,q1,q2,q3,q4,q5,q6,q7,q8,citations
241,[4310.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
242,"[3370.0, 3632.0]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['urn:lex:br:federal:lei:1997-09-23;9503!art302_caput', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art70', 'lei+9503+1997!', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121', 'urn:lex:br:federal:lei:2002-01-10;10406!', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art129']"
243,[4355.0],0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art282_inc1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art157_inc2_par2', 'lei+12403+2011!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art157_par2', 'lei+8069+1990!art244', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312_inc1']"
244,[7942.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
245,"[5566.0, 7791.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
246,[10925.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:lei:2002-01-10;10406!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art400_par1', 'urn:lex:br:federal:constituicao:1988-10-05;1988!', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art171', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art186_par1']"
247,[3372.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
248,[4355.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1940-12-07;2848!art168_caput', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art326', 'urn:lex:br:federal:lei:1973-01-11;5869!art326', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art171']"
249,"[3370.0, 5555.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art415', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art413', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2']"
250,[4355.0],0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art282_inc2', 'lei+12403+2011!art312', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'lei+12403+2011!art313', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art282_inc1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art157_par2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc2']"
251,[11417.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:constituicao:1988-10-05;1988!art112', 'urn:lex:br:federal:constituicao:1988-10-05;1988!art105_inc2', 'lei+10792+2003!art112', 'lei+10792+2003!art2']"
252,[3372.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
253,[4355.0],0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1940-12-07;2848!art16_inc4', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc1', 'urn:lex:br:federal:lei:1997-09-23;9503!art309', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_caput', 'lei+12403+2011!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313', 'lei+10826+2003!']"
254,[4355.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312']
255,"[3369.0, 3372.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art413', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art29_caput', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2']"
256,[7928.0],0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc1', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art155_par4', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art155_inc1_par4', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art155_inc4_par4']"
257,[4355.0],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'lei+12403+2011!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art311', 'urn:lex:br:federal:constituicao:1988-10-05;1988!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319']"
258,"[4355.0, 3419.0, 3468.0]",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art157_inc2_par2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313', 'lei+8069+1990!art244']"
259,[3631.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art581_inc9', 'lei+9455+1997!art1_par5', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art258', 'lei+9455+1997!art1_inc2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art644', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art639_inc1']"
260,"[4355.0, 5566.0]",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1940-12-07;2848!art157_inc2_par2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319']"
261,[4355.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['lei+11343+2006!art33_caput', 'lei+11343+2006!art44', 'lei+11343+2006!art68_inc9', 'lei+11343+2006!art2_inc2']"
262,[3372.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art415', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art413', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art5', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art581_inc4', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art419', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art414']"
263,"[4355.0, 11184.0]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art282_inc2_par6', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art157', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art282_inc1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'lei+12403+2011!', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc2', 'urn:lex:br:federal:lei:1997-09-23;9503!art306_inc1_par1']"
264,[3372.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:constituicao:1988-10-05;1988!art5', 'urn:lex:br:federal:lei:1973-01-11;5869!art543_par3', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art593_inc3', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_caput', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art65_caput', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art492_par1', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art65']"
265,"[4355.0, 7928.0]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313', 'urn:lex:br:federal:constituicao:1988-10-05;1988!art93_inc9']"
266,"[4355.0, 3435.0]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art180', 'lei+12403+2011!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319']"
267,[1209.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1940-12-07;2848!art155_par1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art366', 'urn:lex:br:federal:lei:1973-01-11;5869!art214', 'urn:lex:br:federal:lei:1973-01-11;5869!art38', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art570', 'urn:lex:br:federal:lei:1973-01-11;5869!art100_inc4', 'urn:lex:br:federal:constituicao:1988-10-05;1988!', 'urn:lex:br:federal:lei:1973-01-11;5869!art214_par1', 'urn:lex:br:federal:lei:1973-01-11;5869!art209']"
268,[3369.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art415', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art413', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art581_inc4', 'lei+11689+2008!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art478', 'urn:lex:br:federal:constituicao:1988-10-05;1988!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art419', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_inc4_par2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art414']"
269,[4355.0],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art282_par6', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312_caput', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc1', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'lei+12403+2011!', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc2']"
270,"[4355.0, 3372.0]",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc4', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc2']"
271,[4355.0],0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,"['lei+11343+2006!art44', 'lei+8072+1990!art2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art282_inc1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'urn:lex:br:federal:constituicao:1988-10-05;1988!art105_inc2', 'lei+12403+2011!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313', 'lei+11343+2006!art33_par4']"
272,"[3372.0, 5555.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art475']
273,[4310.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art68_inc9', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art180_caput', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art659']"
274,[5555.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art415', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art413', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art581_inc4', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art419', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art581', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art414']"
275,[1209.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art392', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art155_par1', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art366', 'urn:lex:br:federal:constituicao:1988-10-05;1988!']"
276,[3608.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['lei+11343+2006!art33_caput', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art33_caput', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319']"
277,[5566.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
278,[4355.0],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"['lei+11343+2006!art33_caput', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'lei+11343+2006!art33', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319']"
279,[3607.0],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['lei+11343+2006!art44_caput', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art4', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'lei+11343+2006!art33', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313', 'lei+11343+2006!art40']"
280,"[4355.0, 3419.0]",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:lei:1990-07-13;8069!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art244', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art157_inc2_par2', 'lei+8069+1990!', 'lei+12403+2011!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art157_par2']"
281,[3372.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art413', 'lei+10826+2003!art244', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2', 'lei+8069+1990!', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_caput', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_inc4_par2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art211']"
282,"[4310.0, 3402.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1940-12-07;2848!art140_caput', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art327', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art328', 'lei+11340+2006!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art326', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art5_inc2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art325_par1', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art147_caput', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art350']"
283,[3372.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art413', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_caput', 'urn:lex:br:federal:lei:2002-01-10;10406!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art414', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art211']"
284,"[4355.0, 3508.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1940-12-07;2848!art273_par1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313']"
285,[4263.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['notfound!art68_inc9']
286,"[4355.0, 3431.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1940-12-07;2848!art171', 'lei+12850+2013!art2', 'lei+12850+2013!art171', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'lei+11340+2006!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art310', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art5_inc3', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art5_inc2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art171_caput', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art217']"
287,"[3372.0, 5555.0, 3566.0, 3402.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art415', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art147', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art413', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art581_inc4', 'urn:lex:br:federal:lei:2002-01-10;10406!art5', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art329', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art581_inc4', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art147', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art329_caput', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art147_caput', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art329', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art419', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_inc4_par2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art414']"
288,"[4355.0, 10949.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['lei+11340+2006!art20', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc3', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312_inc3_par1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art282_par3', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319']"
289,[4355.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['decreto-lei+3688+1941!art61', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'lei+11340+2006!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art155', 'decreto-lei+3688+1941!art61_inc2', 'urn:lex:br:federal:lei:2002-01-10;10406!art312', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art155_par4', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art65_caput', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art5', 'lei+12403+2011!', 'urn:lex:br:federal:lei:2002-01-10;10406!art313', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art65']"
290,"[3372.0, 3633.0, 5555.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1940-12-07;2848!art33_par2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art593', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art593_inc3', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art492_inc1', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc2', 'lei+10826+2003!', 'urn:lex:br:federal:constituicao:1988-10-05;1988!art5_inc38', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art16']"
291,[3632.0],0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"['lei+12971+2014!', 'urn:lex:br:federal:lei:1997-09-23;9503!art306_inc2_par1', 'lei+9503+1997!art306_par1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art593_inc1']"
292,[3372.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1940-12-07;2848!art16_caput', 'lei+10826+2003!', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art155_caput', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art593_inc3', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2']"
293,[4355.0],0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'lei+8069+1990!', 'lei+12403+2011!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art157_par2', 'lei+8069+1990!art244']"
294,"[10640.0, 3608.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['lei+11343+2006!art33_caput', 'urn:lex:br:federal:constituicao:1988-10-05;1988!art5', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!']"
295,[3397.0],0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"['urn:lex:br:federal:lei:1997-09-23;9503!art305', 'lei+9503+1997!art329_caput', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art305', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!', 'lei+9503+1997!art305_par1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art593_inc1', 'lei+9503+1997!art306']"
296,[4355.0],0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art157_inc2_par2', 'lei+12403+2011!', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art157_inc1_par2']"
297,[4310.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['lei+9503+1997!art306_caput_par1', 'lei+9503+1997!art309_inc2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art326', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art325', 'urn:lex:br:federal:lei:1997-09-23;9503!art306', 'lei+9503+1997!art309_inc1']"
298,"[3632.0, 3572.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:lei:1997-09-23;9503!art298', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art593', 'urn:lex:br:federal:lei:1997-09-23;9503!art309', 'lei+9503+1997!art298_inc3', 'urn:lex:br:federal:lei:1997-09-23;9503!art163', 'lei+9503+1997!art305', 'urn:lex:br:federal:lei:1997-09-23;9503!art306', 'urn:lex:br:federal:lei:1997-09-23;9503!art298_inc3', 'lei+9503+1997!art306']"
299,[3632.0],0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,['urn:lex:br:federal:lei:1997-09-23;9503!art306_par1']
300,"[3370.0, 5555.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['lei+10826+2003!art14', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art593_inc3', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc5', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_caput', 'lei+10826+2003!art15_caput', 'lei+10826+2003!art14_caput']"
301,"[3385.0, 3402.0, 3397.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1940-12-07;2848!art69_inc3', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art163_par1', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art129_caput', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art163_inc3', 'urn:lex:br:federal:constituicao:1988-10-05;1988!art5_inc39', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art69_caput', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art167', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art163', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art163_inc3_par1']"
